id;date_order;date_finished;mode;from_alamat;from_kelurahan;from_kecamatan;from_lat;from_lng;to_alamat;to_kelurahan;to_kecamatan;to_lat;to_lng;distance;amount_delivery;amount_merchant;transaction_amount_total;customer_id;customer_name;customer_gender;customer_birthdate;driver_id;driver_name;driver_gender;driver_birthdate;kendaraan_jenis;kendaraan_merk;merchant_id;merchant_name;merchant_category
1978;25/01/2019 20.39;25/01/2019 23.48;CAR;JL. Ujung Padang Gg Hanura 6,  Sungai Jawi;SIANTAN TENGAH;PONTIANAK UTARA;-0,03577283;109,3009374;Gg. Baiduri 1,  Siantan Hilir;SIANTAN HILIR;PONTIANAK UTARA;-0,011987606;109,3410367;7,18;13200;0;13200;21;Estiawan Suryono;L;20/02/2005;99;Joko Situmorang;L;20/12/1982;MOBIL;BMW;;;
1787;25/01/2019 17.20;26/01/2019 01.28;BIKE;Jl. Raya Kalimas Hulu,  Pal IX;BANGKA BELITUNG LAUT;PONTIANAK TENGGARA;-0,08236838;109,2712388;Unnamed Road,  Batu Layang;SIANTAN HILIR;PONTIANAK UTARA;0.039420083193788;109,3197783;16,58;8500;0;8500;34;Darijan Kadir Waluyo;L;07/07/2005;86;Daliono Firgantoro;L;01/12/1995;MOTOR;Honda;;;
1613;25/01/2019 10.39;25/01/2019 12.45;BIKE;Unnamed Road,  Siantan Hulu;BATU LAYANG;PONTIANAK UTARA;0.011505897540359;109,368171;Jl. Tj. Harapan No.9,  Banjar Serasan;BANJAR SERASAN;PONTIANAK TIMUR;-0,040991655;109,3574557;7,96;4000;0;4000;53;Nova Hasanah;P;18/07/1987;104;Faizah Shania Usamah S.T.;P;19/10/1979;MOTOR;BMW;;;
1229;25/01/2019 07.48;25/01/2019 13.27;FOOD;Sosmed Cafe Dan Lounge, Jl. Wage Rudolf Supratman No.6B, Benua Melayu Darat, Pontianak Sel., Kota Pontianak, Kalimantan Barat 78243, Indonesia;PARIT TOKAYA;PONTIANAK SELATAN;-0,0336016;109,3376874;Jl. Budi Utomo Gg. Bersatu No.16,  Siantan Hulu;TAMBELAN SAMPIT;PONTIANAK TIMUR;-0,002323778;109,3589048;6,2;8000;36000;44000;33;Kasusra Mandala;L;07/11/2000;93;Mahesa Tarihoran S.Farm;L;26/12/1984;MOTOR;TVS;340;Sosmed Cafe Dan Lounge;CAFE
1931;25/01/2019 07.37;25/01/2019 11.28;CAR;Gang Sejati I No.61,  Sungai Jawi;SUNGAI JAWI DALAM;PONTIANAK BARAT;-0,02820315;109,3067977;1,  Batu Layang;SIANTAN TENGAH;PONTIANAK UTARA;0.023670824250964;109,3107478;7,78;14400;0;14400;29;Malik Luis Wibowo;L;26/04/1987;108;Ana Maimunah Pertiwi S.H.;P;21/12/1991;MOBIL;Toyota;;;
1854;24/01/2019 11.16;24/01/2019 12.43;BIKE;Gg. Sepakat II No.16,  Sungai Jawi;MARIANA;PONTIANAK KOTA;-0,035948023;109,3114146;Unnamed Road,  Pal IX;PARIT TOKAYA;PONTIANAK SELATAN;-0,041320673;109,2747398;6,12;3000;0;3000;33;Kasusra Mandala;L;07/11/2000;105;Restu Yuniar S.Pt;P;18/03/1989;MOTOR;Kawasaki;;;
1923;24/01/2019 09.32;24/01/2019 16.48;CAR;Komp. Pemda Waduk Permai,  Jl. Untung Surapati;TANJUNG HULU;PONTIANAK TIMUR;-0,046285366;109,3477987;Jalan Dharma Putra Dalam,  Siantan Hilir;BATU LAYANG;PONTIANAK UTARA;0.017937386397228;109,3453721;9,15;18000;0;18000;67;Dian Aryani;P;02/05/1994;97;Waluyo Setiawan;L;27/07/1978;MOBIL;Mitsubishi;;;
1169;23/01/2019 13.32;23/01/2019 18.38;FOOD;Jojo Juice, Merdeka, Jl. Hos Cokroaminoto No.344, RW.VII, Darat Sekip, Pontianak Kota, Kota Pontianak, Kalimantan Barat 78243, Indonesia;MARIANA;PONTIANAK KOTA;-0,02777;109,3334367;Jl. Purnama II No.17,  Kota Baru;BENUA MELAYU LAUT;PONTIANAK SELATAN;-0,062240785;109,3206688;6,09;8000;59000;67000;37;Latika Puspita;P;01/08/1985;104;Faizah Shania Usamah S.T.;P;19/10/1979;MOTOR;BMW;255;Jojo Juice, Merdeka;JAJANAN
1863;23/01/2019 11.38;23/01/2019 15.11;BIKE;Unnamed Road,  Pal IX;BANSIR LAUT;PONTIANAK TENGGARA;-0,060936512;109,2779862;Unnamed Road,  Kalimantan Barat 78116;BENUA MELAYU LAUT;PONTIANAK SELATAN;-0,086398162;109,3230881;7,76;3500;0;3500;53;Nova Hasanah;P;18/07/1987;88;Jatmiko Waluyo S.Pd;L;23/11/1983;MOTOR;Kawasaki;;;
1814;23/01/2019 10.46;23/01/2019 19.22;BIKE;Unnamed Road,  Pal IX;PARIT TOKAYA;PONTIANAK SELATAN;-0,072009441;109,2862422;Jl. Dharma Putra No.14,  Siantan Hilir;BATU LAYANG;PONTIANAK UTARA;0.00035473774189003;109,3424962;12,19;6000;0;6000;7;Shania Rika Pratiwi;P;22/08/2004;80;Mursita Prasetya;L;29/03/1987;MOTOR;TVS;;;
2036;23/01/2019 06.22;23/01/2019 11.43;CAR;Gg. Karya Baru 9,  Parit Tokaya;PAL LIMA;PONTIANAK BARAT;-0,058535524;109,3329205;Jl. Raya Kalimas Hulu,  Pal IX;BANGKA BELITUNG DARAT;PONTIANAK TENGGARA;-0,077942044;109,2961872;6,62;12000;0;12000;56;Galur Hidayat;L;22/09/1984;109;Maimunah Pudjiastuti;P;05/02/1988;MOBIL;Honda;;;
1892;22/01/2019 22.53;23/01/2019 00.11;CAR;Gg. Maria 1 No.71,  Sungai Jawi Dalam;SUNGAI JAWI DALAM;PONTIANAK BARAT;-0,018979247;109,3085245;Jl. Komp. Uk,  Sungai Beliung;PAL LIMA;PONTIANAK BARAT;-0,002308813;109,3006032;4,05;6000;0;6000;5;Banawi Hidayat;L;20/04/2001;109;Maimunah Pudjiastuti;P;05/02/1988;MOBIL;Honda;;;
1749;22/01/2019 19.33;22/01/2019 21.25;BIKE;Gg. Sejahtera Asri 2,  Sungai Beliung;SUNGAI BELIUNG;PONTIANAK BARAT;-0,010106012;109,3026918;Jl. Surya No.33,  Akcaya;SIANTAN TENGAH;PONTIANAK UTARA;-0,048327046;109,3306351;7,26;3500;0;3500;29;Malik Luis Wibowo;L;26/04/1987;90;Rusman Situmorang;L;24/03/1997;MOTOR;Yamaha;;;
1995;22/01/2019 13.35;22/01/2019 15.11;CAR;Jl. Raya Kalimas Hulu,  Pal IX;BENUA MELAYU LAUT;PONTIANAK SELATAN;-0,080194633;109,2761324;Gg. Darma Putra 7B,  Siantan Hilir;PARIT MAYOR;PONTIANAK TIMUR;-0,005327543;109,3392178;12,89;25200;0;25200;16;Lili Alika Purwanti;P;05/06/2001;97;Waluyo Setiawan;L;27/07/1978;MOBIL;Mitsubishi;;;
1401;22/01/2019 10.36;22/01/2019 12.42;SHOP;Alfamart Tabrani Ahmad, Jl Tabrani Ahmad;SUNGAI JAWI DALAM;PONTIANAK BARAT;-0,0209993;109,2978401;Gg. Damai Blok DD,  Sungai Jawi;PAL LIMA;PONTIANAK BARAT;-0,030826002;109,3083316;3,6;4000;58500;62500;22;Lidya Laksita;P;10/10/2001;89;Dirja Mansur;L;02/12/1987;MOTOR;Suzuki;422;Alfamart Tabrani Ahmad;TOKO/SWALAYAN
1996;21/01/2019 19.15;22/01/2019 00.07;CAR;Jl. Budi Utomo No.1,  Siantan Hulu;SIANTAN HULU;PONTIANAK UTARA;0.00025167365651634;109,3549858;Gg. Mufakat Dalam No.47,  Sungai Bangkong;MARIANA;PONTIANAK KOTA;-0,044971872;109,3046568;9,52;18000;0;18000;16;Lili Alika Purwanti;P;05/06/2001;99;Joko Situmorang;L;20/12/1982;MOBIL;BMW;;;
1167;21/01/2019 08.54;21/01/2019 15.46;FOOD;Bebek Bejo, Jl. Patimura No.250, Darat Sekip, Pontianak Kota, Kota Pontianak, Kalimantan Barat 78243, Indonesia;SUNGAI BANGKONG;PONTIANAK KOTA;-0,029187;109,339156;Unnamed Road,  Siantan Hilir;SIANTAN HILIR;PONTIANAK UTARA;0.029523537127024;109,3323815;8,57;11000;51000;62000;30;Luhung Prabu Megantara S.T.;L;14/01/1992;88;Jatmiko Waluyo S.Pd;L;23/11/1983;MOTOR;Kawasaki;31;Bebek Bejo;WARUNG MAKAN
1290;21/01/2019 08.50;21/01/2019 12.11;FOOD;Gaia Kitchen, Jl. Gusti Hamzah No.31, Sungai Bangkong, Pontianak Kota, Kota Pontianak, Kalimantan Barat 78244, Indonesia;MARIANA;PONTIANAK KOTA;-0,0281474;109,3202077;Unnamed Road,  Sungai Beliung;SUNGAI BELIUNG;PONTIANAK BARAT;0.0014951653620311;109,2892924;6,76;9000;87000;96000;39;Ellis Ella Usada S.H.;P;27/02/1992;94;Harjo Karya Suwarno;L;21/09/1981;MOTOR;BMW;285;Gaia Kitchen;WARUNG MAKAN
1991;21/01/2019 08.40;21/01/2019 17.44;CAR;Jl. Budi Utomo No.41,  Siantan Hilir;SIANTAN HULU;PONTIANAK UTARA;0.0049383445826842;109,3465822;Jl. Karya,  Gg. Markati;AKCAYA;PONTIANAK SELATAN;-0,064410076;109,2995599;11,32;22800;0;22800;28;Nova Raina Yulianti;P;15/02/1990;108;Ana Maimunah Pertiwi S.H.;P;21/12/1991;MOBIL;Toyota;;;
1720;20/01/2019 20.41;21/01/2019 01.45;BIKE;Unnamed Road,  Tj. Hilir;BATU LAYANG;PONTIANAK UTARA;-0,027361672;109,3532762;Jl. Kesehatan No.14,  Kota Baru;KOTA BARU;PONTIANAK SELATAN;-0,055177237;109,3179124;7;3500;0;3500;74;Sabrina Widiastuti;P;28/11/2001;104;Faizah Shania Usamah S.T.;P;19/10/1979;MOTOR;BMW;;;
1442;20/01/2019 17.58;20/01/2019 20.23;SHOP;Alfamart Pontianak Mall, Jl Teuku Umar;DARAT SEKIP;PONTIANAK KOTA;-0,0301863;109,3356331;Jl. Tebu No.1a,  Sungai Jawi Dalam;SUNGAI BELIUNG;PONTIANAK BARAT;-0,016900392;109,3092648;5,28;6000;25500;31500;73;Ihsan Harjasa Prabowo;L;02/01/1992;91;Margana Pratama;L;24/12/1995;MOTOR;Honda;421;Alfamart Pontianak Mall;TOKO/SWALAYAN
1886;20/01/2019 13.59;20/01/2019 17.46;BIKE;Jl. Putri Dara Nante No.10,  Sungai Bangkong;SUNGAI JAWI LUAR;PONTIANAK BARAT;-0,036992331;109,3300134;Unnamed Road,  Siantan Hulu;SIANTAN HULU;PONTIANAK UTARA;-0,010016953;109,3678074;7,16;3500;0;3500;59;Dina Mulyani;P;26/10/1985;78;Maryadi Natsir;L;13/11/1999;MOTOR;Yamaha;;;
1166;20/01/2019 13.42;20/01/2019 14.29;FOOD;Raja Uduk, Gg. Sa'aman No.76, Darat Sekip, Pontianak Kota, Kota Pontianak, Kalimantan Barat 78243, Indonesia;MARIANA;PONTIANAK KOTA;-0,032784;109,333389;Komp. Sport Center,  Jl. Putri Dara Nante;SUNGAI BANGKONG;PONTIANAK KOTA;-0,030179309;109,3249262;2,98;3000;86500;89500;51;Artawan Pranowo;L;07/05/1991;80;Mursita Prasetya;L;29/03/1987;MOTOR;TVS;274;Raja Uduk;RESTAURANT
2054;20/01/2019 08.34;20/01/2019 16.09;CAR;Unnamed Road,  Pal IX;BANGKA BELITUNG LAUT;PONTIANAK TENGGARA;-0,0638812;109,2786758;Jalan Semandang 3 No.132,  Durian;DALAM BUGIS;PONTIANAK TIMUR;-0,036479562;109,3783631;13,5;27600;0;27600;17;Kambali Tampubolon;L;26/11/1999;97;Waluyo Setiawan;L;27/07/1978;MOBIL;Mitsubishi;;;
2049;19/01/2019 06.43;19/01/2019 09.58;CAR;Gg. Darma Putra 19 A,  Siantan Hilir;BATU LAYANG;PONTIANAK UTARA;-0,002719197;109,3456512;Jalan Panglima Aim,  Tanjung Hulu;DALAM BUGIS;PONTIANAK TIMUR;-0,027994483;109,365199;5,55;9600;0;9600;70;Calista Fujiati S.T.;P;24/12/1985;108;Ana Maimunah Pertiwi S.H.;P;21/12/1991;MOBIL;Toyota;;;
1810;18/01/2019 20.59;19/01/2019 06.59;BIKE;Blok D,  Kota Baru;MARIANA;PONTIANAK KOTA;-0,060013993;109,3202713;Jl. Pramuka Gg. Cendana,  Sungai Rengas;SUNGAI BELIUNG;PONTIANAK BARAT;-0,006570905;109,2687429;10,25;5000;0;5000;71;Lanjar Gunarto;L;26/03/2002;92;Danu Januar;L;03/04/1977;MOTOR;Yamaha;;;
1992;18/01/2019 10.16;18/01/2019 12.51;CAR;Jl. Raya Kalimas Hulu,  Pal IX;BANGKA BELITUNG DARAT;PONTIANAK TENGGARA;-0,073778849;109,2752456;Unnamed Road,  Punggur Kecil;AKCAYA;PONTIANAK SELATAN;-0,09239497;109,2958987;5,09;8400;0;8400;44;Satya Budiman;L;23/12/1987;96;Bakda Gunawan;L;26/05/1995;MOBIL;KIA;;;
1383;18/01/2019 06.26;18/01/2019 10.18;SHOP;Alfamart Pontianak Mall, Jl Teuku Umar;DARAT SEKIP;PONTIANAK KOTA;-0,0301863;109,3356331;Gang Yauri No.3,  Sungai Bangkong;KOTA BARU;PONTIANAK SELATAN;-0,049929902;109,3086047;5,72;7000;39000;46000;64;Keisha Natalia Nurdiyanti;P;24/12/1997;89;Dirja Mansur;L;02/12/1987;MOTOR;Suzuki;421;Alfamart Pontianak Mall;TOKO/SWALAYAN
1192;17/01/2019 22.40;18/01/2019 01.16;FOOD;Canopy Center, Gg. Usaha Bersama 2, Parit Tokaya, Pontianak Sel., Kota Pontianak, Kalimantan Barat 78115, Indonesia;BENUA MELAYU DARAT;PONTIANAK SELATAN;-0,0597683;109,3229965;Punggur Kecil,  Kakap River;SUNGAI JAWI;PONTIANAK KOTA;-0,079396616;109,3201431;4,21;5000;62500;67500;43;Langgeng Gunarto;L;06/11/2003;88;Jatmiko Waluyo S.Pd;L;23/11/1983;MOTOR;Kawasaki;51;Canopy Center;RESTAURANT
1459;17/01/2019 18.39;17/01/2019 21.51;SHOP;Indomaret Komyos Sudarso, Jl Komyos Sudarso;SUNGAI BELIUNG;PONTIANAK BARAT;-0,005413;109,304494;Jl. P. Natakusuma No.144,  Sungai Bangkong;SUNGAI JAWI DALAM;PONTIANAK BARAT;-0,036197856;109,3178963;5,73;7000;85500;92500;72;Mitra Prasasta;L;04/01/2004;92;Danu Januar;L;03/04/1977;MOTOR;Yamaha;419;Indomaret Komyos Sudarso;TOKO/SWALAYAN
1876;17/01/2019 14.23;17/01/2019 17.35;BIKE;Jl. Khatulistiwa No.149,  Siantan Hilir;SIANTAN HULU;PONTIANAK UTARA;-0,012657414;109,334101;Jl. Raya Sungai Kakap No.19,  Pal IX;BANGKA BELITUNG LAUT;PONTIANAK TENGGARA;-0,06121565;109,2573712;12,1;6000;0;6000;72;Mitra Prasasta;L;04/01/2004;94;Harjo Karya Suwarno;L;21/09/1981;MOTOR;BMW;;;
1430;17/01/2019 11.13;17/01/2019 21.13;SHOP;Alfamart Siantan Hulu, Jl 28 Oktober;SIANTAN HULU;PONTIANAK UTARA;-0,008582;109,361511;Gg. Rukun 1 No.18,  Pal IX;KOTA BARU;PONTIANAK SELATAN;-0,066348465;109,3058688;10,92;15000;70500;85500;66;Radika Niyaga Saptono;L;28/12/2002;89;Dirja Mansur;L;02/12/1987;MOTOR;Suzuki;426;Alfamart Siantan Hulu;TOKO/SWALAYAN
1898;17/01/2019 10.15;17/01/2019 15.33;CAR;Jl. Alianyang No.36,  Sungai Bangkong;SUNGAI BANGKONG;PONTIANAK KOTA;-0,03297733;109,3215168;Parit Tokaya,  South Pontianak;PARIT TOKAYA;PONTIANAK SELATAN;-0,075610066;109,3217067;6,74;12000;0;12000;15;Tina Pertiwi;P;09/09/1987;97;Waluyo Setiawan;L;27/07/1978;MOBIL;Mitsubishi;;;
1981;16/01/2019 21.22;16/01/2019 22.19;CAR;Gg. Jaya Baru No.24,  Sungai Bangkong;KOTA BARU;PONTIANAK SELATAN;-0,036592919;109,3201273;Gang Damai 2,  Pal IX;PAL LIMA;PONTIANAK BARAT;-0,069221698;109,3089158;5,84;10800;0;10800;58;Kasiran Uwais;L;07/05/1998;99;Joko Situmorang;L;20/12/1982;MOBIL;BMW;;;
1231;16/01/2019 18.44;16/01/2019 21.14;FOOD;Warung Kopi Suka Hati, Jl. Tanjung Pura No.12B, Darat Sekip, Pontianak Kota, Kota Pontianak, Kalimantan Barat 78243, Indonesia;SUNGAI JAWI DALAM;PONTIANAK BARAT;-0,0267892;109,3427879;Jl. Kesehatan No.1,  Kota Baru;BENUA MELAYU LAUT;PONTIANAK SELATAN;-0,060185894;109,3131689;6,96;9000;73000;82000;33;Kasusra Mandala;L;07/11/2000;88;Jatmiko Waluyo S.Pd;L;23/11/1983;MOTOR;Kawasaki;275;Warung Kopi Suka Hati;CAFE
1940;16/01/2019 16.42;16/01/2019 20.38;CAR;Gg. Assalam No.17,  Kota Baru;AKCAYA;PONTIANAK SELATAN;-0,062682948;109,3123961;Gg. H. Ibrahim,  Sungai Jawi;BENUA MELAYU LAUT;PONTIANAK SELATAN;-0,044213925;109,3020323;4,35;7200;0;7200;13;Oskar Hakim;L;16/03/1989;99;Joko Situmorang;L;20/12/1982;MOBIL;BMW;;;
1889;16/01/2019 15.45;16/01/2019 21.54;BIKE;Unnamed Road,  Pal IX;BANGKA BELITUNG DARAT;PONTIANAK TENGGARA;-0,060716015;109,2798093;Unnamed Road,  Wajok Hulu;SUNGAI BELIUNG;PONTIANAK BARAT;0.010077518644653;109,2790196;9,87;5000;0;5000;20;Victoria Winarsih;P;17/03/1993;89;Dirja Mansur;L;02/12/1987;MOTOR;Suzuki;;;
1904;16/01/2019 13.34;16/01/2019 20.46;CAR;Gg. Orde Baru,  Tj. Hulu;TANJUNG HILIR;PONTIANAK TIMUR;-0,02117937;109,3660255;Unnamed Road,  Pal IX;BANSIR LAUT;PONTIANAK TENGGARA;-0,062464217;109,2796906;12,64;25200;0;25200;70;Calista Fujiati S.T.;P;24/12/1985;99;Joko Situmorang;L;20/12/1982;MOBIL;BMW;;;
1386;16/01/2019 11.46;16/01/2019 16.16;SHOP;Indomaret Kota Baru, Jl Prof M Yamin No 3;KOTA BARU;PONTIANAK SELATAN;-0,0514045;109,3137929;Jl. Perdamaian,  Punggur Kecil;BENUA MELAYU DARAT;PONTIANAK SELATAN;-0,086029683;109,2983738;6,21;8000;66500;74500;51;Artawan Pranowo;L;07/05/1991;77;Lukman Ganep Januar M.Ak;L;26/07/1976;MOTOR;BMW;423;Indomaret Kota Baru;TOKO/SWALAYAN
1865;16/01/2019 11.21;16/01/2019 12.58;BIKE;Jalur 2 No.29a,  Akcaya;PARIT TOKAYA;PONTIANAK SELATAN;-0,043923206;109,326814;Jl. Mujahidin,  Akcaya;SIANTAN HULU;PONTIANAK UTARA;-0,042679615;109,3368655;3,13;1000;0;1000;70;Calista Fujiati S.T.;P;24/12/1985;106;Yunita Laras Pratiwi;P;17/02/1999;MOTOR;TVS;;;
1970;16/01/2019 08.50;16/01/2019 11.06;CAR;Jl. Nyi Ageng Serang No.26,  Tj. Hulu;PARIT MAYOR;PONTIANAK TIMUR;-0,030491747;109,36801;Jl. Danau Sentarum No.3,  Sungai Bangkong;MARIANA;PONTIANAK KOTA;-0,041551282;109,3127046;8,27;15600;0;15600;41;Yance Riyanti;P;25/08/2000;97;Waluyo Setiawan;L;27/07/1978;MOBIL;Mitsubishi;;;
1656;16/01/2019 07.23;16/01/2019 13.43;BIKE;Bar.,  Pal Lima;PARIT TOKAYA;PONTIANAK SELATAN;-0,019081787;109,2964076;Jl. Parit H. Husin 1,  Bangka Belitung Laut;TAMBELAN SAMPIT;PONTIANAK TIMUR;-0,058303627;109,3597991;10,29;5000;0;5000;73;Ihsan Harjasa Prabowo;L;02/01/1992;93;Mahesa Tarihoran S.Farm;L;26/12/1984;MOTOR;TVS;;;
1435;15/01/2019 21.36;16/01/2019 03.06;SHOP;Indomaret teuku umar, Jl Teuku Umar;DARAT SEKIP;PONTIANAK KOTA;-0,0326539;109,3314114;Gang Jaya Makmur,  Kota Baru;PARIT TOKAYA;PONTIANAK SELATAN;-0,065693367;109,3139442;6,16;8000;69000;77000;29;Malik Luis Wibowo;L;26/04/1987;87;Artanto Eman Wacana S.I.Kom;L;25/05/1983;MOTOR;Honda;420;Indomaret teuku umar;TOKO/SWALAYAN
1837;15/01/2019 20.56;15/01/2019 23.30;BIKE;Jl. Danau Sentarum No.1a,  Sungai Bangkong;TENGAH;PONTIANAK KOTA;-0,043096401;109,3122857;Gg. Sabang,  Siantan Hulu;BATU LAYANG;PONTIANAK UTARA;-0,018396584;109,3588938;7,87;4000;0;4000;51;Artawan Pranowo;L;07/05/1991;102;Intan Nasyiah;P;23/04/1993;MOTOR;Kawasaki;;;
2019;15/01/2019 19.50;15/01/2019 22.27;CAR;Gang Nuansa Bening No.5,  Sungai Jawi;BANGKA BELITUNG LAUT;PONTIANAK TENGGARA;-0,050143894;109,2931294;Gg.Harapan Ilahi,  Sungai Jawi;SUNGAI JAWI DALAM;PONTIANAK BARAT;-0,041532518;109,296795;3,04;4800;0;4800;4;Karsana Caturangga Budiman S.Pt;L;17/01/1985;97;Waluyo Setiawan;L;27/07/1978;MOBIL;Mitsubishi;;;
1248;15/01/2019 11.15;15/01/2019 16.43;FOOD;Es Krim Angi, Jl. Karel Satsuit Tubun, Akcaya, Pontianak Sel., Kota Pontianak, Kalimantan Barat 78113, Indonesia;BENUA MELAYU DARAT;PONTIANAK SELATAN;-0,0379059;109,331517;Pal IX,  Kakap River;BANGKA BELITUNG DARAT;PONTIANAK TENGGARA;-0,061890346;109,2735531;8,97;12000;89500;101500;37;Latika Puspita;P;01/08/1985;87;Artanto Eman Wacana S.I.Kom;L;25/05/1983;MOTOR;Honda;76;Es Krim Angi;JAJANAN
1287;15/01/2019 08.58;15/01/2019 12.40;FOOD;Crepe Signature, Jl. H. Agus Salim No.78, Benua Melayu Darat, Pontianak Sel., Kota Pontianak, Kalimantan Barat 78243, Indonesia;KOTA BARU;PONTIANAK SELATAN;-0,0286145;109,3409562;Gg. Mufakat No.45,  Sungai Jawi Dalam;SUNGAI JAWI DALAM;PONTIANAK BARAT;-0,015642179;109,3055676;6,19;8000;46500;54500;51;Artawan Pranowo;L;07/05/1991;101;Kartika Winarsih S.Ked;P;02/04/1986;MOTOR;Honda;281;Crepe Signature;CAFE
2025;14/01/2019 17.26;15/01/2019 02.21;CAR;Jl. Perdamaian No.33,  Pal IX;BENUA MELAYU LAUT;PONTIANAK SELATAN;-0,071383132;109,3013068;the green park blok i no.5,  Jl. Tekam;TAMBELAN SAMPIT;PONTIANAK TIMUR;-0,034079937;109,3650659;10,21;20400;0;20400;55;Ajimin Aditya Pangestu;L;22/04/2004;97;Waluyo Setiawan;L;27/07/1978;MOBIL;Mitsubishi;;;
1469;14/01/2019 15.18;14/01/2019 18.34;SHOP;Indomaret Jalan karet, Jl Karet;SUNGAI BELIUNG;PONTIANAK BARAT;-0,0098018;109,2951365;Jl. Karna Sosial No.3a,  Akcaya;AKCAYA;PONTIANAK SELATAN;-0,052280148;109,3204977;7,5;10000;58000;68000;12;Edi Tarihoran;L;27/12/2002;76;Paiman Wacana S.Kom;L;07/12/1992;MOTOR;TVS;418;Indomaret Jalan karet;TOKO/SWALAYAN
2027;14/01/2019 09.50;14/01/2019 11.32;CAR;Jl. Khatulistiwa No.1,  Siantan Hilir;SIANTAN HULU;PONTIANAK UTARA;-0,015365126;109,3379674;Jl. M. Yusuf No.4-5,  Sungai Jawi Luar;SUNGAI BANGKONG;PONTIANAK KOTA;-0,008881538;109,3128545;4,88;8400;0;8400;4;Karsana Caturangga Budiman S.Pt;L;17/01/1985;95;Cengkal Marpaung;L;09/12/1994;MOBIL;Honda;;;
1967;14/01/2019 08.58;14/01/2019 14.42;CAR;Gang Permata Kapuas 2,  Parit Mayor;DALAM BUGIS;PONTIANAK TIMUR;-0,056731932;109,3786472;Pal IX,  Kakap River;BANGKA BELITUNG LAUT;PONTIANAK TENGGARA;-0,060338896;109,2725663;13,8;27600;0;27600;16;Lili Alika Purwanti;P;05/06/2001;109;Maimunah Pudjiastuti;P;05/02/1988;MOBIL;Honda;;;
1286;13/01/2019 14.26;13/01/2019 17.16;FOOD;Rumah Makan Karunia, Jl. Sepakat II No.2, Bansir Darat, Pontianak Tenggara, Kota Pontianak, Kalimantan Barat 78112, Indonesia;BANSIR DARAT;PONTIANAK TENGGARA;-0,0612659;109,349946;Jl. Nyi Ageng Serang No.2,  Tj. Hulu;DALAM BUGIS;PONTIANAK TIMUR;-0,031260582;109,3691073;5,96;7000;99000;106000;22;Lidya Laksita;P;10/10/2001;100;Halima Kani Purnawati;P;08/11/1993;MOTOR;Yamaha;261;Rumah Makan Karunia;WARUNG MAKAN
2030;13/01/2019 10.44;13/01/2019 12.14;CAR;Jl. Purnama II Gg. Purna Arani,  Parit Tokaya;BENUA MELAYU DARAT;PONTIANAK SELATAN;-0,063296481;109,3229365;Gg. Assalam No.25,  Kota Baru;KOTA BARU;PONTIANAK SELATAN;-0,062717078;109,3126424;3,15;4800;0;4800;68;Wahyu Simanjuntak;L;01/07/2000;96;Bakda Gunawan;L;26/05/1995;MOBIL;KIA;;;
1254;12/01/2019 18.12;12/01/2019 20.33;FOOD;Nasi Goreng 21, Jl. H. Rais A. Rachman No.310, Sungai Jawi Dalam, Pontianak Bar., Kota Pontianak, Kalimantan Barat 78244, Indonesia;MARIANA;PONTIANAK KOTA;-0,020418712;109,3193189;Gg. Wonodadi 3 No.3a,  Kota Baru;AKCAYA;PONTIANAK SELATAN;-0,057497843;109,3202022;6,12;8000;75500;83500;6;Ratih Shakila Usada S.Gz;P;02/07/1986;104;Faizah Shania Usamah S.T.;P;19/10/1979;MOTOR;BMW;15;Nasi Goreng 21;WARUNG MAKAN
1428;12/01/2019 16.46;12/01/2019 18.32;SHOP;Indomaret Siantan Hilir, Jl Gusti Situt Mahmud;SIANTAN HILIR;PONTIANAK UTARA;-0,013708;109,336138;Gg. Dharma Putra 18A,  Siantan Hilir;SIANTAN TENGAH;PONTIANAK UTARA;-0,003718893;109,3459085;3,55;4000;99000;103000;2;Warji Uda Pradana;L;23/09/1996;106;Yunita Laras Pratiwi;P;17/02/1999;MOTOR;TVS;425;Indomaret Siantan Hilir;TOKO/SWALAYAN
1582;12/01/2019 13.44;12/01/2019 19.00;BIKE;Gg. Mentari No.19,  Kota Baru;DARAT SEKIP;PONTIANAK KOTA;-0,063291406;109,3143763;Jl. Khatulistiwa No.150,  Siantan Hilir;DARAT SEKIP;PONTIANAK KOTA;-0,011105826;109,3321345;8,13;4000;0;4000;50;Faizah Widiastuti;P;08/04/1995;103;Eka Tira Haryanti;P;21/11/1994;MOTOR;BMW;;;
2004;12/01/2019 12.26;12/01/2019 17.37;CAR;Jl. Putri Dara Hitam No.28,  Sungai Jawi;TENGAH;PONTIANAK KOTA;-0,025858034;109,3226759;Jl. Sei Landak Bar. No.3,  Tj. Hulu;TANJUNG HILIR;PONTIANAK TIMUR;-0,026936311;109,3687858;7,13;13200;0;13200;2;Warji Uda Pradana;L;23/09/1996;99;Joko Situmorang;L;20/12/1982;MOBIL;BMW;;;
1682;12/01/2019 08.13;12/01/2019 16.46;BIKE;Tlk.,  Siantan Hilir;SIANTAN HULU;PONTIANAK UTARA;0.0020658231448334;109,3384304;Unnamed Road,  Durian;TANJUNG HULU;PONTIANAK TIMUR;-0,04930976;109,3833494;9,59;4500;0;4500;45;Nabila Icha Lestari;P;01/08/1984;106;Yunita Laras Pratiwi;P;17/02/1999;MOTOR;TVS;;;
